TID,PID,#,A,W,ID,T,sX,sY,sZ,tX,tY,tZ,dX,dY,dZ,dP
0,4,2,0.5,0.1,2.58496250072116,0.4044304,-0.4340048,1.48202,-0.01914829,-0.4227458,1.487764,0,0.01125899,0.005743861,0.01914829,0.0126394931726317
0,4,3,0.5,0.1,2.58496250072116,0.4036293,-0.4185648,1.001686,0.01068825,-0.4227457,1.012236,0,0.004180938,0.01055038,0.01068825,0.0113486014794902
0,4,4,0.5,0.1,2.58496250072116,0.4186707,-0.6957756,1.382561,0.001481235,-0.7022543,1.396946,0,0.006478727,0.01438487,0.001481235,0.0157765099034243
0,4,5,0.5,0.1,2.58496250072116,0.5438232,-0.2645283,1.253201,-0.01025087,-0.25,1.25,0,0.01452827,0.003200769,0.01025087,0.0148766826243509
0,4,1,0.7,0.1,3,0.6259842,-0.7759495,1.052968,0.01038635,-0.7831559,1.044275,0,0.007206321,0.008692861,0.01038635,0.0112914518288369
0,4,2,0.7,0.1,3,0.6002045,-0.3958918,1.576918,-0.006081104,-0.3918441,1.58287,0,0.004047692,0.005951285,0.006081104,0.00719733329429465
0,4,3,0.7,0.1,3,0.5841217,-0.3860121,0.9237875,-0.009340465,-0.391844,0.9171302,0,0.005831927,0.006657302,0.009340465,0.00885048293706646
0,4,4,0.7,0.1,3,0.5563583,-0.7770066,1.445996,-0.01531684,-0.783156,1.455725,0,0.006149352,0.009729266,0.01531684,0.0115096978763
0,4,5,0.7,0.1,3,0.6400833,-0.1584163,1.246564,-0.02260727,-0.15,1.25,0,0.008416325,0.003436089,0.02260727,0.00909072211940909
0,4,1,0.5,0.06,3.22239251961225,0.5705643,-0.7031679,1.095289,0.00971061,-0.7022542,1.103054,0,0.0009136796,0.007764697,0.00971061,0.00781826905880251
0,4,2,0.5,0.06,3.22239251961225,0.6262512,-0.4377221,1.481525,0.002068996,-0.4227458,1.487764,0,0.01497629,0.006239414,0.002068996,0.0162240450330391
0,4,3,0.5,0.06,3.22239251961225,0.5126572,-0.4421228,1.016182,0.006245136,-0.4227457,1.012236,0,0.01937714,0.003946424,0.006245136,0.0197749310534917
0,4,4,0.5,0.06,3.22239251961225,0.724968,-0.712147,1.397283,-0.004021227,-0.7022543,1.396946,0,0.009892702,0.0003362894,0.004021227,0.00989841631052486
0,4,5,0.5,0.06,3.22239251961225,0.6264038,-0.2386835,1.250937,-0.01418298,-0.25,1.25,0,0.01131648,0.0009371042,0.01418298,0.0113552122114075
1,4,1,0.7,0.06,3.6629650489293,0.5570221,-0.785606,1.061915,0.004421651,-0.7831559,1.044275,0,0.002450109,0.01764035,0.004421651,0.0178096900386723
1,4,2,0.7,0.06,3.6629650489293,0.4746017,-0.3975725,1.559807,-0.00486207,-0.3918441,1.58287,0,0.005728483,0.02306318,0.00486207,0.0237639626758863
1,4,3,0.7,0.06,3.6629650489293,0.5289154,-0.3977045,0.915126,0.02036762,-0.391844,0.9171302,0,0.005860507,0.002004206,0.02036762,0.0061937380017311
1,4,4,0.7,0.06,3.6629650489293,0.5425262,-0.8028327,1.451147,-0.01067281,-0.783156,1.455725,0,0.01967674,0.004577875,0.01067281,0.0202022580946789
1,4,5,0.7,0.06,3.6629650489293,0.6280975,-0.1613933,1.259384,-0.007971883,-0.15,1.25,0,0.01139328,0.009384155,0.007971883,0.0147603920292879
1,4,1,0.6,0.06,3.45943174371558,0.4872513,-0.7466463,1.081947,0.00577116,-0.742705,1.073664,0,0.003941298,0.008282423,0.00577116,0.00917236923053767
1,4,2,0.6,0.06,3.45943174371558,0.473526,-0.4194614,1.518685,-0.006807506,-0.4072949,1.535317,0,0.01216647,0.01663172,0.006807506,0.0206067268376393
1,4,3,0.6,0.06,3.45943174371558,0.4477615,-0.3936116,0.9476736,0.01819831,-0.4072949,0.9646831,0,0.01368326,0.0170095,0.01819831,0.0218301298163912
1,4,4,0.6,0.06,3.45943174371558,0.485611,-0.7506577,1.418365,-0.009149551,-0.7427051,1.426336,0,0.007952631,0.007970929,0.009149551,0.0112596644547291
1,4,5,0.6,0.06,3.45943174371558,0.5561981,-0.2216079,1.24213,-0.004613936,-0.2,1.25,0,0.02160788,0.007870197,0.004613936,0.0229965280663085
1,4,1,0.6,0.1,2.8073549220576,0.4728012,-0.7404681,1.080009,-0.007878065,-0.742705,1.073664,0,0.002236962,0.006344795,0.007878065,0.00672758700331993
1,4,2,0.6,0.1,2.8073549220576,0.5159912,-0.4266133,1.514641,0.004890382,-0.4072949,1.535317,0,0.01931843,0.02067578,0.004890382,0.0282964593559966
1,4,3,0.6,0.1,2.8073549220576,0.4312592,-0.393339,0.9610783,-0.003534555,-0.4072949,0.9646831,0,0.01395583,0.00360471,0.003534555,0.0144138533553617
1,4,4,0.6,0.1,2.8073549220576,0.5569,-0.7367867,1.403159,-0.01236922,-0.7427051,1.426336,0,0.005918384,0.02317655,0.01236922,0.0239202795640628
1,4,5,0.6,0.1,2.8073549220576,0.5292206,-0.2128262,1.258073,-0.01668334,-0.2,1.25,0,0.01282617,0.008072972,0.01668334,0.0151553170195123
1,4,1,0.5,0.1,2.58496250072116,0.4729233,-0.6978933,1.107116,-0.01488316,-0.7022542,1.103054,0,0.004360914,0.004062653,0.01488316,0.00596009387294651
1,4,2,0.5,0.1,2.58496250072116,0.4191895,-0.4406072,1.465187,0.003477693,-0.4227458,1.487764,0,0.01786146,0.02257693,0.003477693,0.0287880058905135
1,4,3,0.5,0.1,2.58496250072116,0.4037704,-0.4211277,0.9899066,-0.005438745,-0.4227457,1.012236,0,0.001617968,0.02232927,0.005438745,0.0223878126878898
1,4,4,0.5,0.1,2.58496250072116,0.4719009,-0.7084411,1.389628,-0.01263493,-0.7022543,1.396946,0,0.006186843,0.007318377,0.01263493,0.00958309315688195
1,4,5,0.5,0.1,2.58496250072116,0.5431519,-0.2595562,1.227414,-0.009461045,-0.25,1.25,0,0.009556234,0.02258575,0.009461045,0.0245242266381702
1,4,1,0.7,0.1,3,0.5138626,-0.7733366,1.055778,-0.02326441,-0.7831559,1.044275,0,0.009819269,0.01150322,0.02326441,0.0151242225752043
1,4,2,0.7,0.1,3,0.5157623,-0.422689,1.562605,-0.01561826,-0.3918441,1.58287,0,0.03084493,0.02026498,0.01561826,0.0369063552057498
1,4,3,0.7,0.1,3,0.4730911,-0.3871573,0.9194037,-0.0002310276,-0.391844,0.9171302,0,0.004686683,0.0022735,0.0002310276,0.00520901176223827
1,4,4,0.7,0.1,3,0.5287018,-0.7660887,1.438319,-0.01597166,-0.783156,1.455725,0,0.01706725,0.01740623,0.01597166,0.0243776090082968
1,4,5,0.7,0.1,3,0.5574799,-0.166602,1.249908,-0.04082453,-0.15,1.25,0,0.01660195,9.191036E-05,0.04082453,0.0166022043415704
1,4,1,0.5,0.06,3.22239251961225,0.5285492,-0.7146896,1.098086,-0.002099872,-0.7022542,1.103054,0,0.01243544,0.00496757,0.002099872,0.01339092339726
1,4,2,0.5,0.06,3.22239251961225,0.502037,-0.4423198,1.467596,-0.002317488,-0.4227458,1.487764,0,0.01957408,0.02016854,0.002317488,0.0281054188720237
1,4,3,0.5,0.06,3.22239251961225,0.4868698,-0.4003841,0.9794807,0.002928913,-0.4227457,1.012236,0,0.02236161,0.0327552,0.002928913,0.0396603619520348
1,4,4,0.5,0.06,3.22239251961225,0.5578842,-0.7151387,1.381527,-0.01773602,-0.7022543,1.396946,0,0.01288444,0.01541901,0.01773602,0.0200936432809193
1,4,5,0.5,0.06,3.22239251961225,0.5691757,-0.2644888,1.243186,-0.0130443,-0.25,1.25,0,0.01448879,0.006813645,0.0130443,0.0160109555050393
1,4,1,0.7,0.06,3.6629650489293,0.5847702,-0.7822065,1.045759,-0.0199964,-0.7831559,1.044275,0,0.0009493232,0.00148356,0.0199964,0.00176129600206293
1,4,2,0.7,0.06,3.6629650489293,0.5559769,-0.4114453,1.575059,-0.01812357,-0.3918441,1.58287,0,0.0196012,0.007810473,0.01812357,0.0211000090522535
1,4,3,0.7,0.06,3.6629650489293,0.5993805,-0.3794604,0.9166181,-0.008321464,-0.391844,0.9171302,0,0.01238364,0.0005121231,0.008321464,0.012394224666458
1,4,4,0.7,0.06,3.6629650489293,0.5982285,-0.78877,1.448735,-0.01568037,-0.783156,1.455725,0,0.005614042,0.006989717,0.01568037,0.00896513364343718
1,4,5,0.7,0.06,3.6629650489293,0.8919067,-0.1692585,1.246931,-0.009150088,-0.15,1.25,0,0.01925847,0.003069043,0.009150088,0.019501478594127
1,4,1,0.6,0.06,3.45943174371558,0.5988464,-0.742502,1.074553,0.001980841,-0.742705,1.073664,0,0.0002030134,0.000888586,0.001980841,0.00091148209356406
1,4,2,0.6,0.06,3.45943174371558,0.557106,-0.4231184,1.507603,-0.02273166,-0.4072949,1.535317,0,0.01582351,0.02771354,0.02273166,0.0319127516397538
1,4,3,0.6,0.06,3.45943174371558,0.5291367,-0.4020632,0.979347,-0.004366636,-0.4072949,0.9646831,0,0.005231708,0.01466393,0.004366636,0.0155692566528631
1,4,4,0.6,0.06,3.45943174371558,0.5984116,-0.7305603,1.413737,-0.01021534,-0.7427051,1.426336,0,0.0121448,0.01259863,0.01021534,0.0174991953241673
1,4,5,0.6,0.06,3.45943174371558,0.5565186,-0.2192178,1.247348,-0.01879209,-0.2,1.25,0,0.01921779,0.002651691,0.01879209,0.0193998682515772
1,4,1,0.6,0.1,2.8073549220576,0.5432129,-0.7516351,1.071536,-0.008494377,-0.742705,1.073664,0,0.008930087,0.002128482,0.008494377,0.00918024457604894
1,4,2,0.6,0.1,2.8073549220576,0.6954346,-0.4057265,1.526097,-0.01438564,-0.4072949,1.535317,0,0.001568437,0.009220362,0.01438564,0.00935281045969259
1,4,3,0.6,0.1,2.8073549220576,0.4737625,-0.4094771,0.9615234,0.004325807,-0.4072949,0.9646831,0,0.002182215,0.003159642,0.004325807,0.00383997437951306
1,4,4,0.6,0.1,2.8073549220576,0.4871292,-0.7443942,1.415122,-0.00874579,-0.7427051,1.426336,0,0.001689136,0.0112133,0.00874579,0.0113398119912627
1,4,5,0.6,0.1,2.8073549220576,0.5850601,-0.2233989,1.247617,-0.02638018,-0.2,1.25,0,0.02339894,0.002383471,0.02638018,0.023520015478803
1,4,1,0.5,0.1,2.58496250072116,0.5730286,-0.704699,1.103016,0.01181269,-0.7022542,1.103054,0,0.002444804,3.790855E-05,0.01181269,0.00244509759767138
1,4,2,0.5,0.1,2.58496250072116,0.5284424,-0.43119,1.491059,-0.01779276,-0.4227458,1.487764,0,0.008444279,0.003294587,0.01779276,0.00906422415449291
1,4,3,0.5,0.1,2.58496250072116,0.5287018,-0.4144707,0.9985976,0.006412983,-0.4227457,1.012236,0,0.008275032,0.01363826,0.006412983,0.0159523739944477
1,4,4,0.5,0.1,2.58496250072116,0.5126953,-0.6944739,1.374388,-0.01490235,-0.7022543,1.396946,0,0.007780373,0.02255845,0.01490235,0.0238624789880007
1,4,5,0.5,0.1,2.58496250072116,0.5316315,-0.2661358,1.23904,-0.01004535,-0.25,1.25,0,0.01613581,0.01095986,0.01004535,0.0195059743190434
1,4,1,0.7,0.1,3,0.5845642,-0.7715562,1.051041,-0.01206374,-0.7831559,1.044275,0,0.01159966,0.006765604,0.01206374,0.0134285333524453
1,4,2,0.7,0.1,3,0.5423279,-0.4088907,1.554808,-0.01202655,-0.3918441,1.58287,0,0.01704666,0.02806187,0.01202655,0.0328337781793132
1,4,3,0.7,0.1,3,0.5299149,-0.37768,0.9313842,0.004824579,-0.391844,0.9171302,0,0.01416403,0.01425397,0.004824579,0.0200946643453628
1,4,4,0.7,0.1,3,0.5702972,-0.7747659,1.434322,-0.02214402,-0.783156,1.455725,0,0.008390069,0.02140331,0.02214402,0.0229890202437525
1,4,5,0.7,0.1,3,0.7247162,-0.1760974,1.246226,-0.01352811,-0.15,1.25,0,0.02609739,0.003773928,0.01352811,0.0263688479529025
1,4,1,0.5,0.06,3.22239251961225,0.5289459,-0.7069286,1.099476,0.009330511,-0.7022542,1.103054,0,0.004674435,0.003577948,0.009330511,0.00588659906525128
1,4,2,0.5,0.06,3.22239251961225,0.5014648,-0.4378864,1.474109,-0.00652808,-0.4227458,1.487764,0,0.01514059,0.01365507,0.00652808,0.0203886831064346
1,4,3,0.5,0.06,3.22239251961225,0.4732437,-0.4231189,1.004261,0.01500154,-0.4227457,1.012236,0,0.0003731847,0.007974982,0.01500154,0.00798370896763168
1,4,4,0.5,0.06,3.22239251961225,0.5153427,-0.700152,1.38199,-0.006307006,-0.7022543,1.396946,0,0.002102256,0.01495659,0.006307006,0.0151036144371346
1,4,5,0.5,0.06,3.22239251961225,0.5555267,-0.2713707,1.250196,-0.006388128,-0.25,1.25,0,0.02137074,0.0001960993,0.006388128,0.0213716384356436
3,4,1,0.7,0.06,3.6629650489293,0.5834351,-0.7975334,1.043283,-0.01491874,-0.7831559,1.044275,0,0.01437753,0.0009924173,0.01491874,0.0144117447690749
3,4,2,0.7,0.06,3.6629650489293,0.525528,-0.3963452,1.571855,0.003467381,-0.3918441,1.58287,0,0.004501134,0.01101518,0.003467381,0.01189934149619
3,4,3,0.7,0.06,3.6629650489293,0.5246735,-0.3906518,0.9255177,0.002137423,-0.391844,0.9171302,0,0.001192182,0.008387446,0.002137423,0.0084717504574897
3,4,4,0.7,0.06,3.6629650489293,0.5452881,-0.8029028,1.45717,-0.01446718,-0.783156,1.455725,0,0.01974678,0.001445651,0.01446718,0.0197996273439539
3,4,5,0.7,0.06,3.6629650489293,0.6272736,-0.1614332,1.250716,-0.02116132,-0.15,1.25,0,0.01143315,0.0007156134,0.02116132,0.0114555279561841
3,4,1,0.6,0.06,3.45943174371558,0.5268097,-0.7797726,1.063063,-0.01332796,-0.742705,1.073664,0,0.03706753,0.01060104,0.01332796,0.0385536521760421
3,4,2,0.6,0.06,3.45943174371558,0.488266,-0.4217097,1.54084,-0.002693951,-0.4072949,1.535317,0,0.01441482,0.005522728,0.002693951,0.0154365629615685
3,4,3,0.6,0.06,3.45943174371558,0.484787,-0.4077056,0.9624866,0.005318105,-0.4072949,0.9646831,0,0.0004107058,0.002196431,0.005318105,0.00223449974236243
3,4,4,0.6,0.06,3.45943174371558,0.5186005,-0.7406049,1.415298,-0.02159435,-0.7427051,1.426336,0,0.00210017,0.01103711,0.02159435,0.011235147442473
3,4,5,0.6,0.06,3.45943174371558,0.5562286,-0.2114773,1.256696,-0.003689945,-0.2,1.25,0,0.01147729,0.006696224,0.003689945,0.0132878757072202
3,4,1,0.6,0.1,2.8073549220576,0.5268402,-0.7680737,1.059441,-0.03277642,-0.742705,1.073664,0,0.02536869,0.01422322,0.03277642,0.0290838509566811
3,4,2,0.6,0.1,2.8073549220576,0.4714355,-0.4236304,1.535456,-0.01456904,-0.4072949,1.535317,0,0.01633552,0.0001391172,0.01456904,0.0163361095354497
3,4,3,0.6,0.1,2.8073549220576,0.4491425,-0.4068077,0.9587046,0.01417941,-0.4072949,0.9646831,0,0.0004872084,0.005978465,0.01417941,0.00599828448043166
3,4,4,0.6,0.1,2.8073549220576,0.5137482,-0.735227,1.40193,-0.02649379,-0.7427051,1.426336,0,0.007478118,0.02440584,0.02649379,0.0255258130236445
3,4,5,0.6,0.1,2.8073549220576,0.5366058,-0.1908953,1.245375,-0.01070565,-0.2,1.25,0,0.009104729,0.004624605,0.01070565,0.0102119076443912
3,4,1,0.5,0.1,2.58496250072116,0.4726257,-0.7169373,1.10082,-0.005834579,-0.7022542,1.103054,0,0.01468313,0.002233386,0.005834579,0.0148520114308743
3,4,2,0.5,0.1,2.58496250072116,0.4191284,-0.4329003,1.487064,0.008793771,-0.4227458,1.487764,0,0.01015455,0.0006999969,0.008793771,0.010178643628829
3,4,3,0.5,0.1,2.58496250072116,0.4034119,-0.4181329,0.9946778,0.004188776,-0.4227457,1.012236,0,0.004612774,0.0175581,0.004188776,0.0181539108884467
3,4,4,0.5,0.1,2.58496250072116,0.4339752,-0.7126946,1.369276,-0.00293541,-0.7022543,1.396946,0,0.01044035,0.02767026,0.00293541,0.0295743879508256
3,4,5,0.5,0.1,2.58496250072116,0.4873352,-0.2653883,1.236877,0.004050434,-0.25,1.25,0,0.01538834,0.01312268,0.004050434,0.0202238886771943
3,4,1,0.7,0.1,3,0.4894104,-0.7775704,1.046314,-0.02312064,-0.7831559,1.044275,0,0.005585432,0.002039313,0.02312064,0.00594607854106989
3,4,2,0.7,0.1,3,0.4711304,-0.4048322,1.567887,-0.006001115,-0.3918441,1.58287,0,0.01298812,0.01498246,0.006001115,0.0198283997045741
3,4,3,0.7,0.1,3,0.4846802,-0.3975158,0.9124833,-0.001365662,-0.391844,0.9171302,0,0.005671829,0.004646897,0.001365662,0.00733234605721588
3,4,4,0.7,0.1,3,0.5140076,-0.7793149,1.429451,-0.002347231,-0.783156,1.455725,0,0.003841102,0.0262742,0.002347231,0.0265534908196668
3,4,5,0.7,0.1,3,0.5678711,-0.1817566,1.25242,-0.02304184,-0.15,1.25,0,0.03175661,0.002419829,0.02304184,0.0318486708110557
3,4,1,0.5,0.06,3.22239251961225,0.5138397,-0.7138174,1.08505,0.005871415,-0.7022542,1.103054,0,0.01156318,0.01800406,0.005871415,0.0213975078946586
3,4,2,0.5,0.06,3.22239251961225,0.5644989,-0.4326157,1.495479,-0.001507878,-0.4227458,1.487764,0,0.009869903,0.007714629,0.001507878,0.0125271902255243
3,4,3,0.5,0.06,3.22239251961225,0.5335541,-0.4225082,1.00238,-0.005540907,-0.4227457,1.012236,0,0.0002374649,0.00985539,0.005540907,0.00985825002984122
3,4,4,0.5,0.06,3.22239251961225,0.5892792,-0.7044234,1.389467,-0.007228911,-0.7022543,1.396946,0,0.002169073,0.007479548,0.007228911,0.00778771604166608
3,4,5,0.5,0.06,3.22239251961225,0.614212,-0.270267,1.252564,-0.006081283,-0.25,1.25,0,0.02026698,0.002563715,0.006081283,0.0204284877095717
3,4,1,0.7,0.06,3.6629650489293,0.7294006,-0.7778721,1.046422,-0.0187155,-0.7831559,1.044275,0,0.005283713,0.002147317,0.0187155,0.00570338466848276
3,4,2,0.7,0.06,3.6629650489293,0.6404114,-0.414009,1.588076,0.01946479,-0.3918441,1.58287,0,0.02216491,0.005206704,0.01946479,0.0227682465078597
3,4,3,0.7,0.06,3.6629650489293,0.589859,-0.3917248,0.9256328,-0.006173611,-0.391844,0.9171302,0,0.0001192093,0.008502543,0.006173611,0.00850337861411713
3,4,4,0.7,0.06,3.6629650489293,0.6576385,-0.7823614,1.450888,0.007299781,-0.783156,1.455725,0,0.0007945299,0.004836917,0.007299781,0.0049017387844176
3,4,5,0.7,0.06,3.6629650489293,0.7328186,-0.1664979,1.258201,-0.01913887,-0.15,1.25,0,0.01649788,0.008201122,0.01913887,0.0184238556899246
3,4,1,0.6,0.06,3.45943174371558,0.5818787,-0.7562327,1.065842,0.005166888,-0.742705,1.073664,0,0.01352763,0.007822633,0.005166888,0.0156265928719483
3,4,2,0.6,0.06,3.45943174371558,0.6278992,-0.413317,1.536172,0.01016158,-0.4072949,1.535317,0,0.006022096,0.0008547306,0.01016158,0.00608245022921645
3,4,3,0.6,0.06,3.45943174371558,0.5866852,-0.4008474,0.9736177,0.004497826,-0.4072949,0.9646831,0,0.006447434,0.008934677,0.004497826,0.0110180695885902
3,4,4,0.6,0.06,3.45943174371558,0.6108093,-0.746341,1.424937,0.01151586,-0.7427051,1.426336,0,0.003635943,0.001398683,0.01151586,0.00389568916021723
3,4,5,0.6,0.06,3.45943174371558,0.7303162,-0.2311298,1.255221,-0.001951754,-0.2,1.25,0,0.03112981,0.005221248,0.001951754,0.0315646372651004
