T,TID,PID,X,Y,Z
88.88823,1,4,-0.4705062,1.340204,-0.03871858
88.90141,1,4,-0.4481291,1.334883,-0.03761536
88.91534,1,4,-0.4257233,1.329543,-0.03660947
88.92955,1,4,-0.404317,1.323977,-0.0356546
88.94391,1,4,-0.3838416,1.318619,-0.03461617
88.95724,1,4,-0.3639756,1.31328,-0.03290576
88.97148,1,4,-0.3442007,1.308367,-0.03184992
88.98518,1,4,-0.3241422,1.303871,-0.03128523
88.99899,1,4,-0.3045993,1.299317,-0.03116584
89.01275,1,4,-0.2865032,1.294999,-0.03082311
89.02765,1,4,-0.2705716,1.291165,-0.03065085
89.04166,1,4,-0.2555459,1.287133,-0.03022295
89.0549,1,4,-0.2438646,1.283325,-0.02942991
89.06882,1,4,-0.2329434,1.279367,-0.02801508
89.08273,1,4,-0.2232529,1.275027,-0.02564222
89.09813,1,4,-0.2207621,1.268931,-0.02184969
89.11102,1,4,-0.214217,1.263441,-0.01646119
89.12447,1,4,-0.2128262,1.258073,-0.01668334
89.13872,1,4,-0.2140213,1.25538,-0.01564199
89.15267,1,4,-0.2115249,1.252156,-0.0150153
89.16625,1,4,-0.2093851,1.250398,-0.01541293
89.18009,1,4,-0.2074689,1.24849,-0.01651728
89.19459,1,4,-0.2078807,1.248118,-0.01885635
89.2088,1,4,-0.2088568,1.247443,-0.02100736
89.2222,1,4,-0.2107035,1.247433,-0.02361017
89.23585,1,4,-0.213335,1.248487,-0.02781188
89.25021,1,4,-0.2155204,1.249409,-0.03153008
89.26379,1,4,-0.2172824,1.249768,-0.03434741
89.27789,1,4,-0.2179935,1.249965,-0.03634918
89.29193,1,4,-0.2180642,1.25008,-0.03831303
89.30565,1,4,-0.2172164,1.25037,-0.03959507
89.31932,1,4,-0.2174621,1.250824,-0.04073185
89.33355,1,4,-0.2191887,1.251442,-0.04184556
89.34773,1,4,-0.2236596,1.252378,-0.04245943
89.36127,1,4,-0.228357,1.253162,-0.04270786
89.37791,1,4,-0.2320447,1.253929,-0.04285461
89.38911,1,4,-0.2357796,1.25508,-0.0422768
89.40309,1,4,-0.2388493,1.256506,-0.03991836
89.4173,1,4,-0.2417166,1.257125,-0.03697431
89.43092,1,4,-0.2438593,1.256824,-0.03238195
89.44485,1,4,-0.244987,1.256142,-0.02742463
89.4585,1,4,-0.2473803,1.25502,-0.02268636
89.47319,1,4,-0.2493438,1.253259,-0.018215
89.48685,1,4,-0.2527488,1.252102,-0.01625544
89.50039,1,4,-0.2532105,1.252124,-0.01379746
89.51481,1,4,-0.252632,1.252337,-0.01220268
89.52813,1,4,-0.2515937,1.253327,-0.01123345
89.54278,1,4,-0.2517382,1.254041,-0.01125252
89.55697,1,4,-0.2535365,1.254214,-0.0112161
89.5699,1,4,-0.2581965,1.254085,-0.01153028
